3500B988061114040D4EBBF5,17403132917,40.455823,-100.674075,9/27/2018,21:28:47,10,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,17:28:47,8428,1,10.5,236,2363,40.456226,-100.674229,1,8428,9/27/2018,                                                
3500B988061113040D4EBBF4,17403132916,40.454682,-100.678433,9/27/2018,22:22:22,12,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,18:22:19,17212,2,11.6,231,2407,40.456141,-100.674396,2,8784,9/27/2018,8784
3500B988061112040D4EBBF3,17403132915,40.454806,-100.677404,9/27/2018,22:45:07,13,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,18:45:03,25820,3,12,226,2322,40.456057,-100.674033,3,8608,9/27/2018,                                                
3500B988061111040D4EBBF2,17403132914,40.455132,-100.676996,9/27/2018,23:07:14,11,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,19:07:11,35654,4,12.4,237,2637,40.456234,-100.674527,4,9834,9/27/2018,                                                
3500B988061110040D4EBBF1,17403132913,40.456314,-100.674057,9/27/2018,23:47:02,13,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,19:47:00,43290,5,12.2,204,2074,40.456077,-100.674008,5,7636,9/27/2018,                                                
3500B98806110F040D4EBBF0,17403132912,40.454009,-100.678718,9/28/2018,15:01:45,10,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,11:01:43,52778,6,12.3,232,2385,40.455297,-100.673087,6,9488,9/28/2018,                                                
3500B98806110E040D4EBBEF,17403132911,40.455342,-100.674758,9/28/2018,15:29:43,11,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,11:29:43,62246,7,12.2,235,2446,40.455651,-100.673651,7,9468,9/28/2018,                                                
3500B98806110D040D4EBBEE,17403132910,40.453714,-100.678887,9/28/2018,15:44:59,11,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,11:44:59,69921,8,12.4,231,2408,40.455574,-100.673617,8,7675,9/28/2018,                                                
3500B98806110C040D4EBBED,17403132909,40.455275,-100.674306,9/28/2018,15:59:15,11,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,11:59:13,77336,9,12.2,232,2386,40.455485,-100.673614,9,7415,9/28/2018,                                                
3500B98806110B040D4EBBEC,17403132908,40.45626,-100.675914,9/28/2018,16:29:23,11,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,12:29:21,85713,10,12.2,234,2418,40.456343,-100.674338,10,8377,9/28/2018,                                                
3500B98806110A040D4EBBEB,17403132907,40.455549,-100.677647,9/28/2018,16:48:33,12,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,12:48:31,94195,11,12.2,231,2342,40.456507,-100.674713,11,8482,9/28/2018,                                                
3500B988061109040D4EBBEA,17403132906,40.456506,-100.674377,9/28/2018,17:07:31,11,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,13:07:29,103538,12,12,236,2408,40.456401,-100.674423,12,9343,9/28/2018,                                                
3500B988061108040D4EBBE9,17403132905,40.455648,-100.67884,9/28/2018,18:00:21,12,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,14:00:19,112697,13,12,234,2341,40.45677,-100.674871,13,9159,9/28/2018,                                                
3500B988061107040D4EBBE8,17403132904,40.456809,-100.675289,9/28/2018,18:20:25,11,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,14:20:23,121514,14,11.7,234,2250,40.456917,-100.675095,14,8817,9/28/2018,                                                
3500B988061106040D4EBBE7,17403132903,40.456761,-100.67446,9/28/2018,18:47:21,10,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,14:47:19,129789,15,11.3,234,2280,40.455753,-100.672361,15,8275,9/28/2018,                                                
3500B988061105040D4EBBE6,17403132902,40.457198,-100.674785,9/28/2018,19:10:46,11,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,15:10:43,138597,16,11.3,232,2174,40.455563,-100.6727,16,8808,9/28/2018,                                                
3500B988061104040D4EBBE5,17403132901,40.455637,-100.672378,9/28/2018,19:31:38,12,Client 1,Farm 1,Field Name,444,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,15:31:37,147140,17,11.4,224,2080,40.45561,-100.672347,17,8543,9/28/2018,                                                
3500B988061103040D4EBBE4,17403132900,40.565641,-100.720958,9/28/2018,22:55:40,11,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,18:55:38,8939,18,11.5,233,2236,40.562178,-100.720088,1,8939,9/28/2018,                                                
3500B988061102040D4EBBE3,17403132899,40.564921,-100.720577,9/28/2018,23:20:26,10,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,19:20:24,18064,19,12.1,231,2301,40.562002,-100.721609,2,9125,9/28/2018,                                                
3500B988061101040D4EBBE2,17403132898,40.563716,-100.72169,9/29/2018,0:09:46,10,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,20:09:44,26994,20,12.3,231,2411,40.561891,-100.721412,3,8930,9/28/2018,                                                
3500B988061118040D4EBBC9,17403132873,40.564512,-100.721553,9/29/2018,0:44:07,11,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,20:44:04,36332,21,12.3,232,2507,40.561983,-100.721125,4,9338,9/28/2018,                                                
3500B988061117040D4EBBC8,17403132872,40.562405,-100.721,9/29/2018,1:02:34,12,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,21:02:32,45478,22,12.3,235,2494,40.56197,-100.720995,5,9146,9/28/2018,                                                
3500B988061116040D4EBBC7,17403132871,40.565606,-100.721192,9/29/2018,15:32:48,11,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,11:32:46,54630,23,10.8,239,2278,40.562024,-100.720623,6,9152,9/29/2018,                                                
3500B988061115040D4EBBC6,17403132870,40.562076,-100.720367,9/29/2018,15:50:37,11,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,11:50:36,63513,24,10.4,234,2166,40.562048,-100.72032,7,8883,9/29/2018,                                                
3500B988061114040D4EBBC5,17403132869,40.562873,-100.72007,9/29/2018,16:11:17,11,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,12:11:16,72573,25,9.7,231,2128,40.562234,-100.718267,8,9060,9/29/2018,                                                
3500B988061113040D4EBBC4,17403132868,40.562269,-100.719934,9/29/2018,16:30:47,10,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,12:30:46,80774,26,9.7,237,2235,40.562363,-100.71989,9,8201,9/29/2018,                                                
3500B988061112040D4EBBC3,17403132867,40.563229,-100.718558,9/29/2018,16:50:35,12,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,12:50:34,89036,27,9.5,232,2192,40.562403,-100.718465,10,8262,9/29/2018,                                                
3500B988061111040D4EBBC2,17403132866,40.562666,-100.718675,9/29/2018,17:05:06,15,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,13:05:04,96235,28,9.6,231,2088,40.562413,-100.718678,11,7199,9/29/2018,                                                
3500B988061110040D4EBBC1,17403132865,40.564779,-100.719249,9/29/2018,17:32:47,12,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,13:32:44,104873,29,9.4,239,2177,40.5623,-100.718964,12,8638,9/29/2018,                                                
3500B98806110F040D4EBBC0,17403132864,40.564213,-100.719423,9/29/2018,17:52:12,11,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,13:52:10,113123,30,9.1,239,2181,40.562274,-100.719164,13,8250,9/29/2018,                                                
3500B98806110E040D4EBBBF,17403132863,40.562078,-100.71928,9/29/2018,18:08:17,11,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,14:08:14,121268,31,9,235,2110,40.562244,-100.719464,14,8145,9/29/2018,                                                
3500B98806110D040D4EBBBE,17403132862,40.564588,-100.719928,9/29/2018,18:25:06,15,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,14:25:05,129609,32,8.8,232,1996,40.562227,-100.719663,15,8341,9/29/2018,                                                
3500B98806110C040D4EBBBD,17403132861,40.563371,-100.718358,9/29/2018,18:51:44,13,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,14:51:43,137785,33,8.7,236,2127,40.562092,-100.718116,16,8176,9/29/2018,                                                
3500B98806110B040D4EBBBC,17403132860,40.562328,-100.718159,9/29/2018,19:19:02,18,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,15:19:01,145786,34,8.7,232,1986,40.562463,-100.71812,17,8001,9/29/2018,                                                
3500B98806110A040D4EBBBB,17403132859,40.565083,-100.71705,9/29/2018,19:38:36,12,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,15:38:35,153350,35,8.6,234,2076,40.56252,-100.716703,18,7564,9/29/2018,                                                
3500B988061109040D4EBBBA,17403132858,40.564528,-100.717168,9/29/2018,20:05:06,15,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,16:05:05,160246,36,8.6,233,2071,40.562439,-100.716895,19,6896,9/29/2018,                                                
3500B988061108040D4EBBB9,17403132857,40.562793,-100.717151,9/29/2018,20:21:49,11,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,16:21:47,168630,37,8.5,239,2161,40.562493,-100.717208,20,8384,9/29/2018,                                                
3500B988061107040D4EBBB8,17403132856,40.564082,-100.717551,9/29/2018,20:37:07,12,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,16:37:05,176363,38,8.6,239,2183,40.562422,-100.7174,21,7733,9/29/2018,                                                
3500B988061106040D4EBBB7,17403132855,40.563488,-100.717664,9/29/2018,20:50:37,19,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,16:50:35,183150,39,8.6,232,2072,40.562443,-100.717608,22,6787,9/29/2018,                                                
3500B988061105040D4EBBB6,17403132854,40.56565,-100.718195,9/29/2018,21:06:42,17,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,17:06:41,191329,40,8.7,231,2021,40.56242,-100.717806,23,8179,9/29/2018,                                                
3500B988061104040D4EBBB5,17403132853,40.564006,-100.718208,9/29/2018,21:22:45,10,Client 1,Farm 2,Field Name,PHY 440,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,17:22:43,199326,41,9,231,2115,40.562402,-100.718006,24,7997,9/29/2018,                                                
3500B988061103040D4EBBB4,17403132852,40.562324,-100.716156,9/29/2018,21:59:33,10,Client 1,Farm 2,Field Name,DP 1646 B2XF,1N0C690PPJ4070999       ,Vikki,9999,Farmer ID,17:59:31,208407,42,9.4,235,2169,40.562736,-100.71635,25,9081,9/29/2018,                                                
